109,2,5,"[-0.0010890007251873612, 1.41541588306427, -0.04801095649600029, 0.08704256266355515, -0.0010120890801772475, -0.03408985212445259, 2.5724821158297018]",3,"{'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.04801095649600029) (counterfactual -0.006804494), to have more its angular velocity (actual -0.03408985212445259) (counterfactual -0.03408985212445259), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.04801095649600029) (counterfactual -0.006804494), to have more its linear velocities in y (actual 0.08704256266355515) (counterfactual -0.27850837), to have less its angular velocity (actual -0.03408985212445259) (counterfactual 0.004411554), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.08704256266355515) (counterfactual -0.27850837), as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.04801095649600029) (counterfactual -0.006804494), to have more its linear velocities in y (actual 0.08704256266355515) (counterfactual 0.08704256266355515), to have more its angular velocity (actual -0.03408985212445259) (counterfactual -0.03408985212445259), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.04801095649600029) (counterfactual -0.006804494), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its angular velocity (actual -0.03408985212445259) (counterfactual -0.03408985212445259), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.04801095649600029) (counterfactual -0.006804494), to have less its angular velocity (actual -0.03408985212445259) (counterfactual 0.004411554), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.08704256266355515) (counterfactual -0.27850837), to have less its angular velocity (actual -0.03408985212445259) (counterfactual 0.004411554), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its angular velocity (actual -0.03408985212445259) (counterfactual 0.004411554), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.08704256266355515) (counterfactual 0.08704256266355515), as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.04801095649600029) (counterfactual -0.006804494), to have more its linear velocities in y (actual 0.08704256266355515) (counterfactual 0.08704256266355515), to have less its angular velocity (actual -0.03408985212445259) (counterfactual 0.004411554), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.08704256266355515) (counterfactual 0.08704256266355515), to have less its angular velocity (actual -0.03408985212445259) (counterfactual 0.004411554), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.08704256266355515) (counterfactual 0.08704256266355515), to have more its angular velocity (actual -0.03408985212445259) (counterfactual -0.03408985212445259), as the goal is to have its linear velocities in x, '}"
109,5,2,"[-0.0010890007251873612, 1.41541588306427, -0.04801095649600029, 0.08704256266355515, -0.0010120890801772475, -0.03408985212445259, 2.5724821158297018]",3,"{'Because it is more desirable to do action do nothing, to have more its angular velocity (actual -0.03408985212445259) (counterfactual -0.03408985212445259), to have more reward (actual 2.5724821158297018) (counterfactual 2.5724821158297018), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more the coordinates of the lander in x (actual -0.0010890007251873612) (counterfactual -0.0383598), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual 0.08704256266355515) (counterfactual -0.113321625), to have less its angular velocity (actual -0.03408985212445259) (counterfactual 0.004411554), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less its angular velocity (actual -0.03408985212445259) (counterfactual 0.004411554), to have more reward (actual 2.5724821158297018) (counterfactual 0.11737239), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more reward (actual 2.5724821158297018) (counterfactual 2.5724821158297018), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more the coordinates of the lander in x (actual -0.0010890007251873612) (counterfactual -0.0010890007251873612), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual 0.08704256266355515) (counterfactual 0.08704256266355515), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less its angular velocity (actual -0.03408985212445259) (counterfactual 0.004411554), to have more reward (actual 2.5724821158297018) (counterfactual 2.5724821158297018), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual 0.08704256266355515) (counterfactual 0.08704256266355515), to have more its angular velocity (actual -0.03408985212445259) (counterfactual -0.03408985212445259), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual 0.08704256266355515) (counterfactual -0.113321625), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more reward (actual 2.5724821158297018) (counterfactual 0.11737239), as the goal is to have its linear velocities in x, '}"
84,2,5,"[0.013274097815155983, 1.3905599117279053, 0.6775630116462708, -0.4655260741710663, -0.0172105822712183, -0.19152095913887024, -2.1920902444140595]",3,"{'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in x (actual 0.6775630116462708) (counterfactual -0.016010992), to have more its angular velocity (actual -0.19152095913887024) (counterfactual -0.19152095913887024), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in x (actual 0.6775630116462708) (counterfactual -0.016010992), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in x (actual 0.6775630116462708) (counterfactual -0.016010992), to have more its linear velocities in y (actual -0.4655260741710663) (counterfactual -0.4655260741710663), to have less its angular velocity (actual -0.19152095913887024) (counterfactual -0.0560202), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its angular velocity (actual -0.19152095913887024) (counterfactual -0.0560202), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual -0.4655260741710663) (counterfactual -0.4655260741710663), as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in x (actual 0.6775630116462708) (counterfactual -0.016010992), to have less its angular velocity (actual -0.19152095913887024) (counterfactual -0.0560202), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual -0.4655260741710663) (counterfactual -0.4655260741710663), to have more its angular velocity (actual -0.19152095913887024) (counterfactual -0.19152095913887024), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual -0.4655260741710663) (counterfactual -0.4655260741710663), to have less its angular velocity (actual -0.19152095913887024) (counterfactual -0.0560202), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in y (actual -0.4655260741710663) (counterfactual -0.2757221), as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its angular velocity (actual -0.19152095913887024) (counterfactual -0.19152095913887024), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in x (actual 0.6775630116462708) (counterfactual -0.016010992), to have less its linear velocities in y (actual -0.4655260741710663) (counterfactual -0.2757221), to have less its angular velocity (actual -0.19152095913887024) (counterfactual -0.0560202), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in y (actual -0.4655260741710663) (counterfactual -0.2757221), to have less its angular velocity (actual -0.19152095913887024) (counterfactual -0.0560202), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in x (actual 0.6775630116462708) (counterfactual -0.016010992), to have more its linear velocities in y (actual -0.4655260741710663) (counterfactual -0.4655260741710663), to have more its angular velocity (actual -0.19152095913887024) (counterfactual -0.19152095913887024), as the goal is to have the coordinates of the lander in x, '}"
84,5,2,"[0.013274097815155983, 1.3905599117279053, 0.6775630116462708, -0.4655260741710663, -0.0172105822712183, -0.19152095913887024, -2.1920902444140595]",3,"{'Because it is more desirable to do action do nothing, to have less its angular velocity (actual -0.19152095913887024) (counterfactual -0.0560202), to have more reward (actual -2.1920902444140595) (counterfactual -2.1920902444140595), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more the coordinates of the lander in x (actual 0.013274097815155983) (counterfactual -0.01959709), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its angular velocity (actual -0.19152095913887024) (counterfactual -0.19152095913887024), to have more reward (actual -2.1920902444140595) (counterfactual -2.1920902444140595), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less reward (actual -2.1920902444140595) (counterfactual 0.096930504), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less its linear velocities in y (actual -0.4655260741710663) (counterfactual -0.10672789), to have less its angular velocity (actual -0.19152095913887024) (counterfactual -0.0560202), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less its angular velocity (actual -0.19152095913887024) (counterfactual -0.0560202), to have less reward (actual -2.1920902444140595) (counterfactual 0.096930504), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less its linear velocities in y (actual -0.4655260741710663) (counterfactual -0.10672789), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more reward (actual -2.1920902444140595) (counterfactual -2.1920902444140595), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual -0.4655260741710663) (counterfactual -0.4655260741710663), to have more its angular velocity (actual -0.19152095913887024) (counterfactual -0.19152095913887024), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual -0.4655260741710663) (counterfactual -0.4655260741710663), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more the coordinates of the lander in x (actual 0.013274097815155983) (counterfactual 0.013274097815155983), as the goal is to have its linear velocities in x, '}"
74,2,5,"[-0.000247955322265625, 1.3890209197998047, -0.019024455919861794, -0.4995790421962738, 0.0023677791468799114, 0.0453554168343544, -1.7482439982666722]",1,"{'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in y (actual -0.4995790421962738) (counterfactual -0.2755496), to have more its angular velocity (actual 0.0453554168343544) (counterfactual -0.05974441), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual -0.4995790421962738) (counterfactual -0.4995790421962738), to have more its angular velocity (actual 0.0453554168343544) (counterfactual -0.05974441), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its angular velocity (actual 0.0453554168343544) (counterfactual 0.0453554168343544), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.019024455919861794) (counterfactual -0.0021585708), to have more its linear velocities in y (actual -0.4995790421962738) (counterfactual -0.4995790421962738), to have more its angular velocity (actual 0.0453554168343544) (counterfactual 0.0453554168343544), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.019024455919861794) (counterfactual -0.0021585708), to have more its angular velocity (actual 0.0453554168343544) (counterfactual 0.0453554168343544), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.019024455919861794) (counterfactual -0.0021585708), to have more its angular velocity (actual 0.0453554168343544) (counterfactual -0.05974441), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual -0.4995790421962738) (counterfactual -0.4995790421962738), to have more its angular velocity (actual 0.0453554168343544) (counterfactual 0.0453554168343544), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.019024455919861794) (counterfactual -0.0021585708), to have more its linear velocities in y (actual -0.4995790421962738) (counterfactual -0.4995790421962738), to have more its angular velocity (actual 0.0453554168343544) (counterfactual -0.05974441), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual -0.4995790421962738) (counterfactual -0.4995790421962738), as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in y (actual -0.4995790421962738) (counterfactual -0.2755496), as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.019024455919861794) (counterfactual -0.0021585708), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its angular velocity (actual 0.0453554168343544) (counterfactual -0.05974441), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.019024455919861794) (counterfactual -0.0021585708), to have less its linear velocities in y (actual -0.4995790421962738) (counterfactual -0.2755496), to have more its angular velocity (actual 0.0453554168343544) (counterfactual -0.05974441), as the goal is to have the coordinates of the lander in x, '}"
74,5,2,"[-0.000247955322265625, 1.3890209197998047, -0.019024455919861794, -0.4995790421962738, 0.0023677791468799114, 0.0453554168343544, -1.7482439982666722]",1,"{'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual -0.4995790421962738) (counterfactual -0.4995790421962738), to have more its angular velocity (actual 0.0453554168343544) (counterfactual 0.0453554168343544), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its angular velocity (actual 0.0453554168343544) (counterfactual 0.0453554168343544), to have more reward (actual -1.7482439982666722) (counterfactual -1.7482439982666722), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more the coordinates of the lander in x (actual -0.000247955322265625) (counterfactual -0.017289594), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more reward (actual -1.7482439982666722) (counterfactual -1.7482439982666722), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less reward (actual -1.7482439982666722) (counterfactual 0.09566486), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual -0.4995790421962738) (counterfactual -0.4995790421962738), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less its linear velocities in y (actual -0.4995790421962738) (counterfactual -0.10734213), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more the coordinates of the lander in x (actual -0.000247955322265625) (counterfactual -0.000247955322265625), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its angular velocity (actual 0.0453554168343544) (counterfactual -0.05974441), to have more reward (actual -1.7482439982666722) (counterfactual -1.7482439982666722), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its angular velocity (actual 0.0453554168343544) (counterfactual -0.05974441), to have less reward (actual -1.7482439982666722) (counterfactual 0.09566486), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less its linear velocities in y (actual -0.4995790421962738) (counterfactual -0.10734213), to have more its angular velocity (actual 0.0453554168343544) (counterfactual -0.05974441), as the goal is to have its linear velocities in x, '}"
103,2,5,"[-0.01148300152271986, 1.4159042835235596, -0.5854288339614868, 0.09801746159791946, 0.014665745198726654, 0.16086313128471375, -1.2751499782551992]",1,"{'Because it is more desirable to do action fire left orientation engine, to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.0056118257), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.09801746159791946) (counterfactual 0.09801746159791946), to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.0056118257), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.5854288339614868) (counterfactual 0.004596268), to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.16086313128471375), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.5854288339614868) (counterfactual 0.004596268), to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.0056118257), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.09801746159791946) (counterfactual 0.09801746159791946), to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.16086313128471375), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.5854288339614868) (counterfactual 0.004596268), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.09801746159791946) (counterfactual -0.27856314), to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.0056118257), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.5854288339614868) (counterfactual 0.004596268), to have more its linear velocities in y (actual 0.09801746159791946) (counterfactual 0.09801746159791946), to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.0056118257), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.16086313128471375), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.09801746159791946) (counterfactual -0.27856314), as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.09801746159791946) (counterfactual 0.09801746159791946), as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.5854288339614868) (counterfactual 0.004596268), to have more its linear velocities in y (actual 0.09801746159791946) (counterfactual 0.09801746159791946), to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.16086313128471375), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its linear velocities in x (actual -0.5854288339614868) (counterfactual 0.004596268), to have more its linear velocities in y (actual 0.09801746159791946) (counterfactual -0.27856314), to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.0056118257), as the goal is to have the coordinates of the lander in x, '}"
103,5,2,"[-0.01148300152271986, 1.4159042835235596, -0.5854288339614868, 0.09801746159791946, 0.014665745198726654, 0.16086313128471375, -1.2751499782551992]",1,"{'Because it is more desirable to do action do nothing, to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.16086313128471375), to have more reward (actual -1.2751499782551992) (counterfactual -1.2751499782551992), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual 0.09801746159791946) (counterfactual -0.10799685), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual 0.09801746159791946) (counterfactual 0.09801746159791946), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual 0.09801746159791946) (counterfactual 0.09801746159791946), to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.16086313128471375), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.0056118257), to have more reward (actual -1.2751499782551992) (counterfactual -1.2751499782551992), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more reward (actual -1.2751499782551992) (counterfactual -1.2751499782551992), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual 0.09801746159791946) (counterfactual -0.10799685), to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.0056118257), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its angular velocity (actual 0.16086313128471375) (counterfactual 0.0056118257), to have less reward (actual -1.2751499782551992) (counterfactual 0.11777413), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more the coordinates of the lander in x (actual -0.01148300152271986) (counterfactual -0.01148300152271986), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more the coordinates of the lander in x (actual -0.01148300152271986) (counterfactual -0.015225641), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less reward (actual -1.2751499782551992) (counterfactual 0.11777413), as the goal is to have its linear velocities in x, '}"
126,2,5,"[0.008514022454619408, 1.4331068992614746, 0.437744140625, 0.49870437383651733, -0.008809334598481655, -0.0795316994190216, -3.6433577486706836]",2,"{'Because it is more desirable to do action fire left orientation engine, to have more its angular velocity (actual -0.0795316994190216) (counterfactual -0.0795316994190216), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in x (actual 0.437744140625) (counterfactual -0.009461912), to have less its angular velocity (actual -0.0795316994190216) (counterfactual 0.049433015), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in x (actual 0.437744140625) (counterfactual -0.009461912), to have more its angular velocity (actual -0.0795316994190216) (counterfactual -0.0795316994190216), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.49870437383651733) (counterfactual 0.49870437383651733), to have more its angular velocity (actual -0.0795316994190216) (counterfactual -0.0795316994190216), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have less its angular velocity (actual -0.0795316994190216) (counterfactual 0.049433015), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in x (actual 0.437744140625) (counterfactual -0.009461912), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.49870437383651733) (counterfactual -0.28049147), as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in x (actual 0.437744140625) (counterfactual -0.009461912), to have more its linear velocities in y (actual 0.49870437383651733) (counterfactual -0.28049147), to have less its angular velocity (actual -0.0795316994190216) (counterfactual 0.049433015), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.49870437383651733) (counterfactual 0.49870437383651733), as the goal is to have its linear velocities in x, the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.49870437383651733) (counterfactual -0.28049147), to have less its angular velocity (actual -0.0795316994190216) (counterfactual 0.049433015), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in y (actual 0.49870437383651733) (counterfactual 0.49870437383651733), to have less its angular velocity (actual -0.0795316994190216) (counterfactual 0.049433015), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in x (actual 0.437744140625) (counterfactual -0.009461912), to have more its linear velocities in y (actual 0.49870437383651733) (counterfactual 0.49870437383651733), to have less its angular velocity (actual -0.0795316994190216) (counterfactual 0.049433015), as the goal is to have the coordinates of the lander in x, ', 'Because it is more desirable to do action fire left orientation engine, to have more its linear velocities in x (actual 0.437744140625) (counterfactual -0.009461912), to have more its linear velocities in y (actual 0.49870437383651733) (counterfactual 0.49870437383651733), to have more its angular velocity (actual -0.0795316994190216) (counterfactual -0.0795316994190216), as the goal is to have the coordinates of the lander in x, '}"
126,5,2,"[0.008514022454619408, 1.4331068992614746, 0.437744140625, 0.49870437383651733, -0.008809334598481655, -0.0795316994190216, -3.6433577486706836]",2,"{'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual 0.49870437383651733) (counterfactual -0.104719475), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual 0.49870437383651733) (counterfactual 0.49870437383651733), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual 0.49870437383651733) (counterfactual 0.49870437383651733), to have more its angular velocity (actual -0.0795316994190216) (counterfactual -0.0795316994190216), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more the coordinates of the lander in x (actual 0.008514022454619408) (counterfactual -0.007857904), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more reward (actual -3.6433577486706836) (counterfactual -3.6433577486706836), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its linear velocities in y (actual 0.49870437383651733) (counterfactual -0.104719475), to have less its angular velocity (actual -0.0795316994190216) (counterfactual 0.049433015), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less its angular velocity (actual -0.0795316994190216) (counterfactual 0.049433015), to have less reward (actual -3.6433577486706836) (counterfactual 0.13192177), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less reward (actual -3.6433577486706836) (counterfactual 0.13192177), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have less its angular velocity (actual -0.0795316994190216) (counterfactual 0.049433015), to have more reward (actual -3.6433577486706836) (counterfactual -3.6433577486706836), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more the coordinates of the lander in x (actual 0.008514022454619408) (counterfactual 0.008514022454619408), as the goal is to have its linear velocities in x, ', 'Because it is more desirable to do action do nothing, to have more its angular velocity (actual -0.0795316994190216) (counterfactual -0.0795316994190216), to have more reward (actual -3.6433577486706836) (counterfactual -3.6433577486706836), as the goal is to have its linear velocities in x, '}"
